FechaVenta,IdVehiculo,IdModelo,IdCliente,Estado,Year,FechaPrimerContacto,FechaEntregaCoche,FechaCompraCoche,Precio
2017-02-03,31,8,9193,Segunda Mano,2013,2017-01-01,2017-02-09,2016-12-06,28798
2015-11-01,32,15,14690,Nuevo,2015,2015-10-07,2015-11-05,2015-09-01,21690
2017-02-06,33,12,22042,Segunda Mano,2006,2017-01-15,2017-02-11,2016-12-17,28656
2020-02-26,34,8,6652,Segunda Mano,2012,2020-02-01,2020-03-08,2019-12-24,31860
2015-06-25,35,17,8303,Segunda Mano,2009,2015-05-28,2015-06-30,2015-04-29,22166
2020-12-01,36,10,9702,Nuevo,2020,2020-11-12,2020-12-06,2020-10-08,59582
2016-11-24,37,10,8496,Segunda Mano,2007,2016-11-03,2016-11-28,2016-10-06,42541
2020-01-08,38,10,27992,Segunda Mano,2013,2019-12-20,2020-01-18,2019-11-09,39374
2019-01-17,39,15,18824,Segunda Mano,2014,2018-12-27,2019-01-25,2018-11-26,17580
2019-03-29,40,15,19916,Segunda Mano,2015,2019-03-13,2019-04-03,2019-02-05,15684
2021-04-03,41,4,26715,Nuevo,2021,2021-03-19,2021-04-07,2021-02-11,32799
2015-06-11,42,12,10672,Segunda Mano,2002,2015-05-22,2015-06-14,2015-04-18,23354
2022-02-07,43,19,2128,Segunda Mano,2018,2022-01-23,2022-02-15,2021-12-27,18094
2015-05-05,44,9,29224,Segunda Mano,2001,2015-04-06,2015-05-07,2015-03-03,166175
2019-08-06,45,10,29392,Segunda Mano,2009,2019-07-18,2019-08-11,2019-06-21,34896
2019-02-18,46,8,22632,Segunda Mano,2009,2019-01-30,2019-02-22,2018-12-25,33597
2019-04-18,47,13,13257,Segunda Mano,2014,2019-03-27,2019-04-22,2019-02-25,41023
2019-01-05,48,7,23079,Nuevo,2019,2018-12-09,2019-01-10,2018-10-30,46767
2015-05-23,49,16,8464,Nuevo,2015,2015-05-09,2015-05-29,2015-04-14,27936
2021-06-24,50,10,22778,Segunda Mano,2007,2021-06-10,2021-06-30,2021-05-19,34081
2022-03-25,51,13,16746,Segunda Mano,2011,2022-03-02,2022-04-02,2022-02-02,29484
2016-03-17,52,8,10309,Segunda Mano,2008,2016-02-24,2016-03-26,2016-01-29,31988
2021-11-01,53,6,27926,Segunda Mano,2009,2021-10-16,2021-11-07,2021-09-17,14641
2022-02-09,54,1,11149,Segunda Mano,2017,2022-01-21,2022-02-11,2021-12-29,17235
2023-03-31,55,17,7960,Segunda Mano,2019,2023-03-22,2023-04-06,2023-02-22,18835
2016-03-03,56,20,24619,Segunda Mano,2001,2016-02-21,2016-03-11,2016-01-19,21130
2015-12-14,57,10,25265,Nuevo,2015,2015-11-27,2015-12-19,2015-11-04,53728
2016-10-14,58,9,17476,Segunda Mano,2011,2016-09-20,2016-10-20,2016-08-27,155771
2021-03-10,59,16,13431,Nuevo,2021,2021-02-22,2021-03-20,2021-01-24,36427
2022-06-23,60,2,9295,Segunda Mano,2014,2022-05-22,2022-06-27,2022-05-03,28184
2017-02-17,61,8,20127,Segunda Mano,2012,2017-02-03,2017-02-22,2016-12-31,21901
2018-10-07,62,12,21834,Nuevo,2018,2018-09-12,2018-10-12,2018-08-14,53823
2016-05-04,63,8,5320,Segunda Mano,2010,2016-04-14,2016-05-09,2016-03-19,30800
2015-05-09,64,20,15967,Segunda Mano,2004,2015-04-19,2015-05-14,2015-03-26,15905
2020-04-24,65,11,15738,Nuevo,2020,2020-03-31,2020-05-03,2020-03-05,33410
2016-02-09,66,11,14554,Segunda Mano,2002,2016-01-12,2016-02-12,2015-12-20,17516
2019-06-03,67,9,24285,Segunda Mano,2018,2019-05-13,2019-06-08,2019-04-19,245022
2020-04-04,68,6,1587,Segunda Mano,2007,2020-03-21,2020-04-13,2020-02-16,20180
2017-04-06,69,13,16714,Nuevo,2017,2017-03-25,2017-04-09,2017-02-25,55308
2015-10-01,70,9,730,Nuevo,2015,2015-09-05,2015-10-06,2015-08-06,284804
2019-05-09,71,7,7735,Nuevo,2019,2019-04-21,2019-05-16,2019-03-29,35519
2023-06-10,72,1,3952,Nuevo,2023,2023-05-26,2023-06-17,2023-04-28,28775
2016-01-09,73,16,22200,Segunda Mano,2005,2015-12-15,2016-01-12,2015-11-21,16923
2017-06-14,74,8,19610,Nuevo,2017,2017-06-02,2017-06-18,2017-05-02,46234
2024-01-01,75,11,29308,Segunda Mano,2017,2023-12-10,2024-01-09,2023-11-01,22159
2018-01-02,76,12,21023,Segunda Mano,2004,2017-12-17,2018-01-08,2017-11-14,26714
2020-01-06,77,7,27455,Segunda Mano,2015,2019-12-09,2020-01-11,2019-11-10,37785
2016-10-01,78,11,23505,Segunda Mano,2014,2016-09-12,2016-10-06,2016-08-13,25629
2023-07-10,79,9,22298,Segunda Mano,2018,2023-06-18,2023-07-19,2023-05-17,203552
2021-03-12,80,5,23955,Segunda Mano,2016,2021-02-21,2021-03-13,2021-01-21,17320
2015-09-08,81,16,7740,Segunda Mano,2010,2015-08-15,2015-09-13,2015-07-22,26477
2020-12-04,82,17,14338,Segunda Mano,2008,2020-11-11,2020-12-12,2020-10-15,16090
2019-04-01,83,8,5941,Segunda Mano,2014,2019-03-18,2019-04-03,2019-02-25,40385
2017-08-12,84,7,20725,Segunda Mano,2014,2017-07-23,2017-08-16,2017-06-22,28854
2015-03-08,85,13,20354,Segunda Mano,2013,2015-02-09,2015-03-16,2015-01-23,27343
2018-04-10,86,20,21328,Segunda Mano,2010,2018-03-26,2018-04-16,2018-02-24,31168
2017-06-16,87,1,24562,Segunda Mano,2014,2017-06-01,2017-06-24,2017-05-05,22786
2016-02-01,88,1,29999,Segunda Mano,2015,2016-01-17,2016-02-08,2015-12-17,25364
2018-01-12,89,13,14810,Segunda Mano,2003,2017-12-28,2018-01-17,2017-11-18,20720
2018-02-06,90,12,12164,Segunda Mano,2014,2018-01-17,2018-02-09,2017-12-17,38925
2019-12-18,91,13,26187,Segunda Mano,2012,2019-11-21,2019-12-23,2019-10-25,48392
2015-01-29,92,13,16595,Segunda Mano,2013,2015-01-15,2015-01-31,2014-12-13,35626
2017-04-15,93,10,1857,Segunda Mano,2012,2017-03-23,2017-04-19,2017-02-22,28022
2022-11-04,94,3,18825,Segunda Mano,2007,2022-10-13,2022-11-06,2022-09-12,28372
2020-02-29,95,20,16862,Segunda Mano,2006,2020-02-03,2020-03-07,2020-01-12,20106
2021-03-14,96,13,20428,Nuevo,2021,2021-02-21,2021-03-18,2021-01-22,60953
2018-03-24,97,4,27495,Segunda Mano,2007,2018-03-06,2018-03-28,2018-02-16,13974
2018-07-14,98,16,2514,Nuevo,2018,2018-06-24,2018-07-19,2018-05-26,30802
2018-09-05,99,6,22531,Segunda Mano,2017,2018-08-15,2018-09-09,2018-07-14,29758
2020-03-13,100,14,15227,Segunda Mano,2009,2020-02-22,2020-03-20,2020-01-23,23512
2020-06-13,101,13,8517,Segunda Mano,2019,2020-05-18,2020-06-16,2020-04-16,44921
2018-02-07,102,9,12695,Segunda Mano,2006,2018-01-21,2018-02-12,2017-12-23,202452
2020-11-11,103,20,26158,Segunda Mano,2018,2020-10-26,2020-11-15,2020-09-17,20909
2017-07-07,104,5,14997,Nuevo,2017,2017-06-19,2017-07-11,2017-05-17,24494
2020-01-14,105,11,5351,Segunda Mano,2009,2019-12-25,2020-01-17,2019-11-26,21326
2015-09-20,106,11,8487,Segunda Mano,2004,2015-09-02,2015-09-28,2015-08-15,22037
2023-04-16,107,11,1715,Nuevo,2023,2023-03-22,2023-04-20,2023-02-21,37657
2020-03-09,108,9,19587,Segunda Mano,2013,2020-02-20,2020-03-14,2020-01-24,221305
2020-02-12,109,8,4883,Segunda Mano,2018,2020-01-17,2020-02-18,2019-12-18,40465
2018-01-15,110,5,12327,Segunda Mano,2015,2017-12-18,2018-01-21,2017-11-14,18959
2016-04-21,111,10,11995,Segunda Mano,2003,2016-04-03,2016-04-27,2016-03-03,39261
2021-02-26,112,3,18255,Segunda Mano,2013,2021-02-09,2021-03-02,2020-12-31,30491
2018-06-20,113,1,11954,Segunda Mano,2013,2018-06-02,2018-06-29,2018-05-11,19594
2018-04-03,114,5,2047,Segunda Mano,2009,2018-03-16,2018-04-08,2018-02-17,19795
2022-01-25,115,20,28694,Segunda Mano,2007,2022-01-08,2022-02-02,2021-12-15,18547
2022-09-11,116,1,21670,Segunda Mano,2020,2022-08-25,2022-09-12,2022-07-31,18166
2015-07-07,117,12,478,Nuevo,2015,2015-06-25,2015-07-10,2015-05-19,38552
2016-02-01,118,13,22436,Segunda Mano,2006,2016-01-16,2016-02-05,2015-12-23,36620
2023-11-03,119,10,12448,Nuevo,2023,2023-10-11,2023-11-07,2023-09-18,66797
2021-03-05,120,17,13842,Segunda Mano,2014,2021-02-12,2021-03-11,2021-01-15,11593
2016-05-05,121,8,25543,Nuevo,2016,2016-04-18,2016-05-10,2016-03-18,44451
2019-09-08,122,10,2912,Segunda Mano,2012,2019-08-21,2019-09-12,2019-07-30,31862
2017-01-20,123,11,28635,Segunda Mano,2011,2016-12-27,2017-01-27,2016-12-01,20330
2016-01-05,124,5,17263,Segunda Mano,2009,2015-12-12,2016-01-08,2015-11-11,12059
2015-12-16,125,5,2498,Segunda Mano,2000,2015-11-28,2015-12-26,2015-11-01,11647
2015-11-16,126,17,22900,Nuevo,2015,2015-10-29,2015-11-22,2015-09-26,31245
2015-03-11,127,18,7705,Nuevo,2015,2015-02-22,2015-03-17,2015-01-24,34790
2021-03-18,128,10,4009,Segunda Mano,2016,2021-02-28,2021-03-25,2021-02-02,41127
2022-02-03,129,7,15026,Segunda Mano,2009,2022-01-20,2022-02-05,2021-12-22,22253
2017-02-16,130,11,26771,Segunda Mano,2016,2017-02-02,2017-02-22,2017-01-02,32313
2020-01-09,131,11,5402,Segunda Mano,2010,2019-12-26,2020-01-14,2019-11-30,26505
2022-11-09,132,14,23929,Nuevo,2022,2022-10-23,2022-11-11,2022-09-30,32976
2017-04-06,133,5,5115,Nuevo,2017,2017-03-22,2017-04-10,2017-02-11,20837
2016-09-06,134,2,19824,Nuevo,2016,2016-08-17,2016-09-15,2016-07-17,35018
2021-04-10,135,17,27244,Nuevo,2021,2021-03-19,2021-04-15,2021-02-20,24253
2015-02-01,136,2,29510,Segunda Mano,2013,2015-01-16,2015-02-09,2014-12-21,28810
2023-04-05,137,14,23084,Segunda Mano,2021,2023-03-19,2023-04-08,2023-02-19,20365
2023-07-03,138,8,22491,Segunda Mano,2017,2023-06-15,2023-07-06,2023-05-13,22454
2021-03-27,139,19,11248,Nuevo,2021,2021-03-11,2021-04-01,2021-02-02,32938
2015-09-14,140,7,12474,Segunda Mano,2011,2015-08-18,2015-09-21,2015-07-20,23440
2021-03-05,141,7,25441,Segunda Mano,2008,2021-02-08,2021-03-12,2021-01-07,19848
2017-06-03,142,19,2195,Segunda Mano,2015,2017-05-21,2017-06-08,2017-04-29,21766
2021-01-06,143,14,29963,Nuevo,2021,2020-12-17,2021-01-09,2020-11-11,40118
2020-06-11,144,14,20316,Segunda Mano,2019,2020-05-15,2020-06-17,2020-04-19,28444
2020-08-30,145,1,24193,Nuevo,2020,2020-08-04,2020-09-02,2020-07-11,32955
2021-05-16,146,5,19322,Segunda Mano,2007,2021-04-25,2021-05-24,2021-03-28,14720
2023-10-08,147,15,9377,Segunda Mano,2009,2023-09-23,2023-10-13,2023-08-25,11853
2018-01-14,148,11,11856,Segunda Mano,2004,2017-12-25,2018-01-18,2017-11-25,19476
2017-04-07,149,15,8576,Segunda Mano,2009,2017-03-14,2017-04-13,2017-02-04,19939
2017-03-12,150,4,26459,Segunda Mano,2008,2017-02-19,2017-03-15,2017-01-16,18614
2016-11-20,151,16,14610,Nuevo,2016,2016-11-03,2016-11-27,2016-10-06,37338
2016-02-08,152,9,26644,Segunda Mano,2004,2016-01-21,2016-02-09,2015-12-22,121487
2020-03-19,153,10,26760,Segunda Mano,2011,2020-03-09,2020-03-21,2020-02-05,47143
2023-12-04,154,7,22762,Segunda Mano,2018,2023-11-20,2023-12-07,2023-10-27,28871
2018-03-01,155,5,7273,Segunda Mano,2008,2018-02-01,2018-03-05,2018-01-09,15600
2023-05-17,156,6,7513,Nuevo,2023,2023-04-19,2023-05-22,2023-03-24,43914
2016-04-28,157,13,20442,Segunda Mano,2006,2016-04-05,2016-05-05,2016-03-09,34026
2020-01-13,158,16,26477,Segunda Mano,2014,2019-12-25,2020-01-17,2019-11-22,21165
2019-02-01,159,3,9316,Nuevo,2019,2019-01-10,2019-02-06,2018-12-12,37504
2018-09-18,160,15,14708,Segunda Mano,2009,2018-08-29,2018-09-24,2018-07-29,17421
2020-01-07,161,12,281,Segunda Mano,2007,2019-12-15,2020-01-11,2019-11-10,19085
2023-02-02,162,10,1030,Segunda Mano,2013,2023-01-17,2023-02-08,2022-12-21,34102
2022-07-24,163,11,29390,Segunda Mano,2018,2022-07-03,2022-07-26,2022-05-31,28228
2023-10-13,164,6,16635,Nuevo,2023,2023-09-30,2023-10-16,2023-08-17,43568
2020-11-18,165,7,10690,Segunda Mano,2008,2020-10-29,2020-11-24,2020-09-28,25714
2022-03-20,166,15,29565,Segunda Mano,2019,2022-02-23,2022-03-24,2022-01-27,14960
2020-01-16,167,5,14726,Segunda Mano,2006,2019-12-27,2020-01-22,2019-11-28,14600
2017-03-11,168,9,6695,Nuevo,2017,2017-02-20,2017-03-13,2017-01-22,326672
2022-08-16,169,15,25034,Segunda Mano,2012,2022-07-23,2022-08-20,2022-06-20,12605
2021-02-06,170,16,14397,Segunda Mano,2020,2021-01-15,2021-02-14,2020-12-20,21038
2023-01-18,171,3,28237,Segunda Mano,2017,2022-12-22,2023-01-22,2022-11-22,26480
2020-03-14,172,8,6625,Segunda Mano,2008,2020-02-29,2020-03-21,2020-01-21,26644
2021-01-01,173,13,23536,Segunda Mano,2020,2020-12-21,2021-01-04,2020-11-16,40122
2017-04-04,174,7,15324,Nuevo,2017,2017-03-14,2017-04-11,2017-02-12,45013
2016-11-12,175,16,6585,Segunda Mano,2009,2016-10-22,2016-11-16,2016-09-12,22297
2019-09-19,176,1,17550,Segunda Mano,2012,2019-08-28,2019-09-26,2019-07-29,20572
2019-01-19,177,7,27990,Nuevo,2019,2019-01-01,2019-01-27,2018-12-06,35763
2022-05-06,178,17,7469,Segunda Mano,2017,2022-04-17,2022-05-09,2022-03-24,18855
2015-12-29,179,13,22198,Segunda Mano,2002,2015-12-19,2016-01-02,2015-11-29,31050
2015-06-18,180,6,26675,Segunda Mano,2004,2015-06-02,2015-06-24,2015-04-22,25376
2015-03-07,181,16,956,Nuevo,2015,2015-02-11,2015-03-12,2015-01-06,37003
2020-07-24,182,15,3502,Segunda Mano,2017,2020-07-04,2020-07-29,2020-06-01,12019
2022-12-04,183,17,9742,Nuevo,2022,2022-11-20,2022-12-13,2022-10-21,24633
2018-02-06,184,8,28222,Segunda Mano,2005,2018-01-11,2018-02-11,2017-12-19,21844
2022-10-11,185,19,996,Nuevo,2022,2022-09-17,2022-10-16,2022-08-28,25141
2021-01-16,186,12,9130,Nuevo,2021,2020-12-24,2021-01-23,2020-11-19,39233
2022-06-02,187,17,21497,Segunda Mano,2014,2022-05-14,2022-06-06,2022-04-24,17161
2021-02-27,188,12,14042,Nuevo,2021,2021-02-11,2021-03-02,2021-01-20,55342
2019-04-11,189,2,23148,Segunda Mano,2006,2019-03-20,2019-04-18,2019-02-19,19620
2015-05-10,190,14,24442,Nuevo,2015,2015-04-19,2015-05-14,2015-03-21,34185
2015-09-26,191,8,3360,Nuevo,2015,2015-09-09,2015-10-01,2015-08-03,48285
2023-08-24,192,8,16925,Segunda Mano,2018,2023-07-29,2023-08-30,2023-06-24,27504
2018-06-03,193,18,95,Nuevo,2018,2018-05-13,2018-06-06,2018-04-18,35110
2020-04-08,194,20,23246,Segunda Mano,2018,2020-03-23,2020-04-16,2020-02-25,30487
2017-02-05,195,12,27234,Segunda Mano,2002,2017-01-11,2017-02-07,2016-12-16,29732
2021-06-22,196,18,27913,Segunda Mano,2020,2021-06-03,2021-06-26,2021-04-29,33560
2021-05-05,197,11,2505,Nuevo,2021,2021-04-10,2021-05-11,2021-03-03,40994
2015-08-16,198,14,25951,Segunda Mano,2012,2015-07-27,2015-08-20,2015-06-30,22211
2023-03-15,199,19,12374,Nuevo,2023,2023-02-25,2023-03-19,2023-02-06,23015
2020-02-17,200,10,21140,Segunda Mano,2013,2020-02-01,2020-02-25,2020-01-02,32472
2015-12-21,201,13,487,Segunda Mano,2000,2015-12-01,2015-12-27,2015-11-11,32730
2017-03-02,202,10,24382,Nuevo,2017,2017-02-14,2017-03-08,2017-01-22,61935
2022-03-08,203,7,24414,Segunda Mano,2015,2022-02-20,2022-03-15,2022-01-30,28116
2020-03-14,204,14,8705,Segunda Mano,2019,2020-02-22,2020-03-16,2020-01-22,22721
2016-05-11,205,2,29474,Segunda Mano,2006,2016-04-19,2016-05-17,2016-03-29,23022
2023-09-26,206,8,20492,Segunda Mano,2018,2023-09-12,2023-10-04,2023-08-12,30363
2018-07-12,207,13,10460,Segunda Mano,2017,2018-06-19,2018-07-16,2018-05-20,40555
2017-05-18,208,2,10852,Segunda Mano,2008,2017-04-26,2017-05-24,2017-03-23,18291
2020-11-05,209,15,4715,Segunda Mano,2006,2020-10-19,2020-11-07,2020-09-16,13600
2016-04-04,210,14,13519,Nuevo,2016,2016-03-15,2016-04-05,2016-02-15,40002
2020-06-26,211,10,940,Segunda Mano,2014,2020-06-10,2020-06-28,2020-05-13,31070
2017-08-05,212,13,6157,Nuevo,2017,2017-07-19,2017-08-11,2017-06-22,66502
2017-06-04,213,8,27798,Segunda Mano,2008,2017-05-25,2017-06-08,2017-04-25,28594
2020-03-16,214,6,6975,Segunda Mano,2017,2020-02-23,2020-03-23,2020-01-24,27202
2018-06-13,215,15,14943,Segunda Mano,2007,2018-05-28,2018-06-18,2018-05-03,16697
2021-03-03,216,8,9489,Nuevo,2021,2021-02-08,2021-03-09,2021-01-09,42702
2020-03-08,217,6,21029,Segunda Mano,2012,2020-02-09,2020-03-12,2020-01-02,29268
2019-06-19,218,16,19036,Segunda Mano,2015,2019-06-02,2019-06-23,2019-05-02,19099
2023-08-02,219,12,17247,Nuevo,2023,2023-07-15,2023-08-06,2023-06-14,54612
2018-02-06,220,13,23259,Nuevo,2018,2018-01-19,2018-02-11,2017-12-23,57640
2020-03-05,221,18,27407,Segunda Mano,2013,2020-02-20,2020-03-10,2020-01-15,16713
2015-01-21,222,11,25985,Nuevo,2015,2014-12-27,2015-01-26,2014-11-30,29714
2017-02-09,223,19,15658,Segunda Mano,2007,2017-01-28,2017-02-15,2016-12-30,17791
2023-02-02,224,13,21916,Segunda Mano,2016,2023-01-13,2023-02-07,2022-12-08,42332
2020-09-03,225,10,6887,Segunda Mano,2019,2020-08-13,2020-09-11,2020-07-08,40260
2020-09-02,226,17,10463,Nuevo,2020,2020-08-15,2020-09-06,2020-07-18,24851
2016-03-05,227,8,12772,Segunda Mano,2010,2016-02-07,2016-03-10,2016-01-10,24073
2016-02-06,228,16,11914,Segunda Mano,2003,2016-01-22,2016-02-13,2015-12-22,16860
2015-08-06,229,6,2959,Segunda Mano,2010,2015-07-10,2015-08-07,2015-06-17,20941
2018-03-05,230,15,19899,Nuevo,2018,2018-02-14,2018-03-11,2018-01-12,27938
2022-07-27,231,6,9616,Segunda Mano,2018,2022-07-03,2022-08-02,2022-06-04,23893
2015-09-08,232,18,27404,Segunda Mano,2007,2015-08-13,2015-09-15,2015-07-07,19908
2020-03-10,233,15,28146,Nuevo,2020,2020-02-21,2020-03-14,2020-01-22,25652
2016-07-30,234,17,20979,Segunda Mano,2007,2016-07-13,2016-08-06,2016-06-12,16156
2018-11-08,235,15,4122,Nuevo,2018,2018-10-16,2018-11-13,2018-09-18,21983
2018-03-09,236,15,28105,Segunda Mano,2015,2018-02-15,2018-03-14,2018-01-24,14568
2022-02-09,237,10,5896,Segunda Mano,2016,2022-01-17,2022-02-14,2021-12-19,40910
2019-03-01,238,8,4564,Nuevo,2019,2019-02-02,2019-03-03,2019-01-08,42428
2017-10-25,239,12,4909,Segunda Mano,2012,2017-10-05,2017-10-30,2017-09-04,28733
2022-03-16,240,9,18859,Segunda Mano,2014,2022-02-27,2022-03-22,2022-01-16,182793
2017-08-09,241,17,4707,Segunda Mano,2007,2017-07-22,2017-08-11,2017-06-24,14414
2023-03-04,242,13,23230,Nuevo,2023,2023-02-10,2023-03-05,2023-01-11,49714
2015-08-19,243,12,24483,Segunda Mano,2006,2015-08-03,2015-08-25,2015-06-26,37591
2016-06-02,244,3,23827,Segunda Mano,2013,2016-05-12,2016-06-05,2016-04-04,28080
2019-03-15,245,8,3235,Segunda Mano,2011,2019-02-26,2019-03-18,2019-01-29,28968
2016-01-04,246,7,6984,Segunda Mano,2002,2015-12-05,2016-01-07,2015-10-30,24414
2018-07-12,247,5,21166,Segunda Mano,2015,2018-06-28,2018-07-14,2018-05-29,16619
2022-02-01,248,8,25321,Segunda Mano,2019,2022-01-11,2022-02-06,2021-12-19,35713
2020-01-11,249,3,2148,Segunda Mano,2008,2019-12-18,2020-01-14,2019-11-14,26422
2021-04-14,250,3,12981,Nuevo,2021,2021-03-31,2021-04-18,2021-02-24,42378
2024-01-01,251,12,3810,Segunda Mano,2022,2023-12-10,2024-01-09,2023-11-07,33376
2022-04-26,252,4,25443,Segunda Mano,2020,2022-04-05,2022-05-06,2022-03-09,26212
2022-09-04,253,19,12251,Nuevo,2022,2022-08-09,2022-09-09,2022-07-07,29028
2020-05-19,254,13,4290,Nuevo,2020,2020-04-25,2020-05-22,2020-03-29,63062
2022-07-01,255,12,18004,Segunda Mano,2019,2022-06-10,2022-07-05,2022-05-05,25512
2024-01-01,256,20,28584,Segunda Mano,2020,2023-12-14,2024-01-05,2023-11-14,20162
2023-05-12,257,11,25865,Segunda Mano,2010,2023-04-21,2023-05-18,2023-04-01,14373
2022-12-01,258,11,22100,Nuevo,2022,2022-11-08,2022-12-07,2022-10-12,40967
2018-12-12,259,20,10399,Segunda Mano,2013,2018-11-14,2018-12-15,2018-10-16,26375
2022-07-05,260,2,16743,Segunda Mano,2012,2022-06-05,2022-07-11,2022-05-06,24830
2016-02-07,261,8,18095,Segunda Mano,2009,2016-01-22,2016-02-13,2015-12-31,33356
2023-03-19,262,15,4379,Nuevo,2023,2023-02-27,2023-03-22,2023-01-19,20129
2015-03-09,263,9,4101,Segunda Mano,2000,2015-02-14,2015-03-13,2015-01-15,142602
2020-06-06,264,7,17218,Segunda Mano,2008,2020-05-27,2020-06-14,2020-04-20,24044
2020-03-09,265,8,11972,Segunda Mano,2009,2020-02-16,2020-03-13,2019-12-29,23415
2016-05-10,266,8,8951,Nuevo,2016,2016-04-21,2016-05-13,2016-03-26,40230
2016-07-08,267,16,21208,Segunda Mano,2011,2016-06-13,2016-07-18,2016-05-10,20768
2019-08-17,268,11,14773,Segunda Mano,2016,2019-08-02,2019-08-18,2019-07-08,33723
2021-03-25,269,17,2388,Segunda Mano,2006,2021-03-13,2021-03-30,2021-02-02,13689
2022-04-01,270,5,10770,Segunda Mano,2008,2022-03-08,2022-04-04,2022-02-11,11069
2021-12-21,271,13,11283,Segunda Mano,2010,2021-11-18,2021-12-29,2021-10-20,41034
2021-05-04,272,12,27828,Segunda Mano,2012,2021-04-14,2021-05-10,2021-03-20,25990
2017-03-09,273,7,29310,Segunda Mano,2008,2017-02-23,2017-03-12,2017-01-26,25241
2015-10-17,274,14,498,Nuevo,2015,2015-09-28,2015-10-23,2015-08-29,32608
2018-06-03,275,4,4128,Segunda Mano,2011,2018-05-12,2018-06-10,2018-04-17,19451
2018-03-05,276,11,18940,Segunda Mano,2016,2018-02-06,2018-03-11,2018-01-01,23579
2021-08-02,277,17,19221,Segunda Mano,2007,2021-07-09,2021-08-05,2021-06-03,16633
2016-10-16,278,16,17919,Nuevo,2016,2016-09-22,2016-10-20,2016-09-03,35539
2017-01-08,279,8,4535,Segunda Mano,2013,2016-12-14,2017-01-10,2016-11-09,40422
2018-10-01,280,10,13995,Nuevo,2018,2018-09-13,2018-10-04,2018-08-20,72413
2016-11-10,281,8,18580,Nuevo,2016,2016-10-22,2016-11-14,2016-09-18,51001
2017-02-13,282,3,7882,Segunda Mano,2006,2017-01-25,2017-02-19,2016-12-23,23240
2023-01-14,283,16,9728,Segunda Mano,2021,2022-12-30,2023-01-19,2022-12-02,31351
2018-06-14,284,2,28863,Nuevo,2018,2018-05-19,2018-06-19,2018-04-24,32896
2022-08-08,285,7,14053,Nuevo,2022,2022-07-13,2022-08-18,2022-06-23,43911
2018-01-01,286,12,17669,Segunda Mano,2017,2017-12-10,2018-01-05,2017-11-10,31763
